playlist,stem_type,title,filename
instrumental Instrumentals,instrumental,Truth,01-01 Truth.flac
instrumental Instrumentals,instrumental,"Suite Bergamasque: Clair de Lune, No. 3","01-04 Suite Bergamasque  Clair de Lune, No. 3.flac"
instrumental Instrumentals,instrumental,Szerencsétlen,01-02 Szerencsétlen.flac
instrumental Instrumentals,instrumental,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"" - I. Adagio sostenuto",03-09 I. Adagio sostenuto.flac
instrumental Instrumentals,instrumental,"Symphony No. 9 in D Minor, Op. 125 ""Choral"" - II. Molto vivace",01-04 II. Molto vivace.flac
instrumental Instrumentals,instrumental,You & Me,01-01 You & Me.flac
instrumental Instrumentals,instrumental,Concierto De Aranjuez: 2. Adagio,01-02 Concierto De Aranjuez  2. Adagio.flac
instrumental Instrumentals,instrumental,"Die Hochzeit des Figaro, KV 492: Ouvertüre","01-05 Die Hochzeit des Figaro, KV 492  Ouvertüre.flac"
instrumental Instrumentals,instrumental,Your Favorite Place,01-04 Your Favorite Place.flac
live Vocals,vocals,"Violin Romance No. 2 in F Major, Op. 50 (Live at Muziekcentrum, Enschede, 1997 / Applause Removed)","01-01 Violin Romance No. 2 in F Major, Op. 50.flac"
live Instrumentals,instrumental,"Violin Romance No. 2 in F Major, Op. 50 (Live at Muziekcentrum, Enschede, 1997 / Applause Removed)","01-01 Violin Romance No. 2 in F Major, Op. 50.flac"
original Vocals,vocals,You Sexy Thing,01-05 You Sexy Thing.flac
original Vocals,vocals,"16 Waltzes, Op. 39 - No. 15 in A-Flat Major",01-15 No. 15 in A-Flat Major.flac
original Instrumentals,instrumental,You Sexy Thing,01-05 You Sexy Thing.flac
original Instrumentals,instrumental,"16 Waltzes, Op. 39 - No. 15 in A-Flat Major",01-15 No. 15 in A-Flat Major.flac
remaster Vocals,vocals,Your Mother Should Know (Remastered 2009),01-05 Your Mother Should Know.flac
remaster Vocals,vocals,West End Girls  (2001 Remaster),02-06 West End Girls.flac
remaster Instrumentals,instrumental,Your Mother Should Know (Remastered 2009),01-05 Your Mother Should Know.flac
remaster Instrumentals,instrumental,West End Girls  (2001 Remaster),02-06 West End Girls.flac
remix Vocals,vocals,waves  (Tame Impala Remix),01-01 waves.flac
remix Instrumentals,instrumental,waves  (Tame Impala Remix),01-01 waves.flac
harmony-rich Vocals,vocals,4th Dimensional Transition (Album Version),01-06 4th Dimensional Transition.flac
harmony-rich Vocals,vocals,You Never Give Me Your Money (Remastered),01-09 You Never Give Me Your Money.flac
harmony-rich Vocals,vocals,Your Mother Should Know (Remastered 2009),01-05 Your Mother Should Know.flac
harmony-rich Vocals,vocals,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
harmony-rich Vocals,vocals,Who Loves the Sun  (2015 Remaster),01-01 Who Loves the Sun.flac
harmony-rich Vocals,vocals,White Winter Hymnal,01-02 White Winter Hymnal.flac
harmony-rich Vocals,vocals,Virginia Tech,01-01 Virginia Tech.flac
harmony-rich Vocals,vocals,Woman (Remastered 2010),02-10 Woman.flac
harmony-rich Vocals,vocals,Uncle Albert / Admiral Halsey (2012 Remaster),01-05 Uncle Albert   Admiral Halsey.flac
harmony-rich Vocals,vocals,Wake,01-01 Wake.flac
harmony-rich Vocals,vocals,Wouldn't It Be Nice (Stereo),01-14 Wouldn't It Be Nice.flac
harmony-rich Vocals,vocals,Winter Wonderland,01-07 Winter Wonderland.flac
harmony-rich Vocals,vocals,With A Little Help From My Friends (Remastered),01-02 With A Little Help From My Friends.flac
harmony-rich Vocals,vocals,What a Fool Believes,01-02 What a Fool Believes.flac
harmony-rich Vocals,vocals,Winters Love,01-04 Winters Love.flac
harmony-rich Vocals,vocals,Venom's In,01-07 Venom's In.flac
harmony-rich Vocals,vocals,White Winter Hymnal,01-04 White Winter Hymnal.flac
harmony-rich Vocals,vocals,You're Going To Lose That Girl (Remastered),01-06 You're Going To Lose That Girl.flac
harmony-rich Vocals,vocals,Where Or When,01-02 Where Or When.flac
harmony-rich Vocals,vocals,5 a.m.,01-04 5 a.m.flac
harmony-rich Vocals,vocals,Young Americans   (Single Version; 2002 Remaster),01-09 Young Americans.flac
harmony-rich Vocals,vocals,Two Weeks,01-02 Two Weeks.flac
harmony-rich Vocals,vocals,Your Protector,01-08 Your Protector.flac
harmony-rich Vocals,vocals,You Make Me Feel Good,01-02 You Make Me Feel Good.flac
harmony-rich Vocals,vocals,Surfin' U.S.A. (Remastered 2001),01-01 Surfin' U.S.A.flac
harmony-rich Instrumentals,instrumental,4th Dimensional Transition (Album Version),01-06 4th Dimensional Transition.flac
harmony-rich Instrumentals,instrumental,You Never Give Me Your Money (Remastered),01-09 You Never Give Me Your Money.flac
harmony-rich Instrumentals,instrumental,Your Mother Should Know (Remastered 2009),01-05 Your Mother Should Know.flac
harmony-rich Instrumentals,instrumental,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
harmony-rich Instrumentals,instrumental,Who Loves the Sun  (2015 Remaster),01-01 Who Loves the Sun.flac
harmony-rich Instrumentals,instrumental,White Winter Hymnal,01-02 White Winter Hymnal.flac
harmony-rich Instrumentals,instrumental,Virginia Tech,01-01 Virginia Tech.flac
harmony-rich Instrumentals,instrumental,Woman (Remastered 2010),02-10 Woman.flac
harmony-rich Instrumentals,instrumental,Uncle Albert / Admiral Halsey (2012 Remaster),01-05 Uncle Albert   Admiral Halsey.flac
harmony-rich Instrumentals,instrumental,Wake,01-01 Wake.flac
harmony-rich Instrumentals,instrumental,Wouldn't It Be Nice (Stereo),01-14 Wouldn't It Be Nice.flac
harmony-rich Instrumentals,instrumental,Winter Wonderland,01-07 Winter Wonderland.flac
harmony-rich Instrumentals,instrumental,With A Little Help From My Friends (Remastered),01-02 With A Little Help From My Friends.flac
harmony-rich Instrumentals,instrumental,What a Fool Believes,01-02 What a Fool Believes.flac
harmony-rich Instrumentals,instrumental,Winters Love,01-04 Winters Love.flac
harmony-rich Instrumentals,instrumental,Venom's In,01-07 Venom's In.flac
harmony-rich Instrumentals,instrumental,White Winter Hymnal,01-04 White Winter Hymnal.flac
harmony-rich Instrumentals,instrumental,You're Going To Lose That Girl (Remastered),01-06 You're Going To Lose That Girl.flac
harmony-rich Instrumentals,instrumental,Where Or When,01-02 Where Or When.flac
harmony-rich Instrumentals,instrumental,5 a.m.,01-04 5 a.m.flac
harmony-rich Instrumentals,instrumental,Young Americans   (Single Version; 2002 Remaster),01-09 Young Americans.flac
harmony-rich Instrumentals,instrumental,Two Weeks,01-02 Two Weeks.flac
harmony-rich Instrumentals,instrumental,Your Protector,01-08 Your Protector.flac
harmony-rich Instrumentals,instrumental,You Make Me Feel Good,01-02 You Make Me Feel Good.flac
harmony-rich Instrumentals,instrumental,Surfin' U.S.A. (Remastered 2001),01-01 Surfin' U.S.A.flac
spoken-word Vocals,vocals,When A Fire Starts To Burn,01-02 When A Fire Starts To Burn.flac
spoken-word Instrumentals,instrumental,When A Fire Starts To Burn,01-02 When A Fire Starts To Burn.flac
vocal-chopped Vocals,vocals,너 땜에 맘이 맘이 맘이 맘이 괴로워요,01-01 너 땜에 맘이 맘이 맘이 맘이 괴로워요.flac
vocal-chopped Vocals,vocals,What I Want,01-01 What I Want.flac
vocal-chopped Vocals,vocals,YouThatINeed,01-14 YouThatINeed.flac
vocal-chopped Vocals,vocals,Vanished,01-10 Vanished.flac
vocal-chopped Vocals,vocals,Something For Your M.I.N.D.,01-06 Something For Your M.I.N.D.flac
vocal-chopped Instrumentals,instrumental,너 땜에 맘이 맘이 맘이 맘이 괴로워요,01-01 너 땜에 맘이 맘이 맘이 맘이 괴로워요.flac
vocal-chopped Instrumentals,instrumental,What I Want,01-01 What I Want.flac
vocal-chopped Instrumentals,instrumental,YouThatINeed,01-14 YouThatINeed.flac
vocal-chopped Instrumentals,instrumental,Vanished,01-10 Vanished.flac
vocal-chopped Instrumentals,instrumental,Something For Your M.I.N.D.,01-06 Something For Your M.I.N.D.flac
vocal-minimal Vocals,vocals,Worry Wart,01-01 Worry Wart.flac
vocal-minimal Instrumentals,instrumental,Worry Wart,01-01 Worry Wart.flac
vocal-prominent Vocals,vocals,Without Me (Album Version),01-10 Without Me.flac
vocal-prominent Vocals,vocals,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
vocal-prominent Vocals,vocals,We The People....,01-02 We The People.flac
vocal-prominent Vocals,vocals,What If I Go?,01-07 What If I Go.flac
vocal-prominent Vocals,vocals,White Rabbit,01-10 White Rabbit.flac
vocal-prominent Vocals,vocals,Wildfires,01-05 Wildfires.flac
vocal-prominent Vocals,vocals,Wish You Were Here,01-04 Wish You Were Here.flac
vocal-prominent Vocals,vocals,Wish I Didn't Miss You (Album Version),01-06 Wish I Didn't Miss You.flac
vocal-prominent Vocals,vocals,4th Dimensional Transition (Album Version),01-06 4th Dimensional Transition.flac
vocal-prominent Vocals,vocals,When I Was Done Dying,01-03 When I Was Done Dying.flac
vocal-prominent Vocals,vocals,212,01-05 212.flac
vocal-prominent Vocals,vocals,Uptown Festival  (Medley),01-15 Uptown Festival.flac
vocal-prominent Vocals,vocals,We Built This City,01-01 We Built This City.flac
vocal-prominent Vocals,vocals,You've Got a Woman,01-01 You've Got a Woman.flac
vocal-prominent Vocals,vocals,Vital Signs (Tame Impala Cover),02-06 Vital Signs.flac
vocal-prominent Vocals,vocals,White Room,01-01 White Room.flac
vocal-prominent Vocals,vocals,You Can Have It All,01-04 You Can Have It All.flac
vocal-prominent Vocals,vocals,Your Mother Should Know (Remastered 2009),01-05 Your Mother Should Know.flac
vocal-prominent Vocals,vocals,Wait for the Moment,01-01 Wait for the Moment.flac
vocal-prominent Vocals,vocals,You Only Live Once,01-01 You Only Live Once.flac
vocal-prominent Vocals,vocals,Danke Schoën,01-04 Danke Schoën.flac
vocal-prominent Vocals,vocals,Bamboléo,01-01 Bamboléo.flac
vocal-prominent Vocals,vocals,Ziggy Stardust  (2012 Remaster),01-09 Ziggy Stardust.flac
vocal-prominent Vocals,vocals,Want to Want Me,01-01 Want to Want Me.flac
vocal-prominent Vocals,vocals,Something For Your M.I.N.D.,01-01 Something For Your M.I.N.D.flac
vocal-prominent Vocals,vocals,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
vocal-prominent Vocals,vocals,Willing & Able,01-05 Willing & Able.flac
vocal-prominent Vocals,vocals,Can I Watch? (feat. Apani B as Nikki),01-09 Can I Watch  (feat. Apani B as Nikki).flac
vocal-prominent Vocals,vocals,Turn That Heartbeat Over Again,01-10 Turn That Heartbeat Over Again.flac
vocal-prominent Vocals,vocals,XYZ,01-01 XYZ.flac
vocal-prominent Vocals,vocals,Wuthering Heights,01-06 Wuthering Heights.flac
vocal-prominent Vocals,vocals,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
vocal-prominent Vocals,vocals,With A Little Help From My Friends (Remastered),01-02 With A Little Help From My Friends.flac
vocal-prominent Vocals,vocals,Vitamin C,01-04 Vitamin C.flac
vocal-prominent Vocals,vocals,You Ain't The Problem,01-01 You Ain't The Problem.flac
vocal-prominent Vocals,vocals,Weekend Wars (Album Version),01-02 Weekend Wars.flac
vocal-prominent Vocals,vocals,What a Fool Believes,01-02 What a Fool Believes.flac
vocal-prominent Vocals,vocals,waves  (Tame Impala Remix),01-01 waves.flac
vocal-prominent Vocals,vocals,Twist And Shout,01-01 Twist And Shout.flac
vocal-prominent Vocals,vocals,You & Me,01-11 You & Me.flac
vocal-prominent Vocals,vocals,Wouldn't Leave,01-04 Wouldn't Leave.flac
vocal-prominent Vocals,vocals,When You Die,01-03 When You Die.flac
vocal-prominent Vocals,vocals,White Noise,01-05 White Noise.flac
vocal-prominent Vocals,vocals,Tuyo (Narcos Theme),01-01 Tuyo (Narcos Theme).flac
vocal-prominent Vocals,vocals,You Make Me Feel Good,01-02 You Make Me Feel Good.flac
vocal-prominent Vocals,vocals,Where Is The Love?,01-13 Where Is The Love.flac
vocal-prominent Vocals,vocals,Underwater Boy,01-09 Underwater Boy.flac
vocal-prominent Vocals,vocals,Give Life Back to Music,01-01 Give Life Back to Music.flac
vocal-prominent Instrumentals,instrumental,Without Me (Album Version),01-10 Without Me.flac
vocal-prominent Instrumentals,instrumental,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
vocal-prominent Instrumentals,instrumental,We The People....,01-02 We The People.flac
vocal-prominent Instrumentals,instrumental,What If I Go?,01-07 What If I Go.flac
vocal-prominent Instrumentals,instrumental,White Rabbit,01-10 White Rabbit.flac
vocal-prominent Instrumentals,instrumental,Wildfires,01-05 Wildfires.flac
vocal-prominent Instrumentals,instrumental,Wish You Were Here,01-04 Wish You Were Here.flac
vocal-prominent Instrumentals,instrumental,Wish I Didn't Miss You (Album Version),01-06 Wish I Didn't Miss You.flac
vocal-prominent Instrumentals,instrumental,4th Dimensional Transition (Album Version),01-06 4th Dimensional Transition.flac
vocal-prominent Instrumentals,instrumental,When I Was Done Dying,01-03 When I Was Done Dying.flac
vocal-prominent Instrumentals,instrumental,212,01-05 212.flac
vocal-prominent Instrumentals,instrumental,Uptown Festival  (Medley),01-15 Uptown Festival.flac
vocal-prominent Instrumentals,instrumental,We Built This City,01-01 We Built This City.flac
vocal-prominent Instrumentals,instrumental,You've Got a Woman,01-01 You've Got a Woman.flac
vocal-prominent Instrumentals,instrumental,Vital Signs (Tame Impala Cover),02-06 Vital Signs.flac
vocal-prominent Instrumentals,instrumental,White Room,01-01 White Room.flac
vocal-prominent Instrumentals,instrumental,You Can Have It All,01-04 You Can Have It All.flac
vocal-prominent Instrumentals,instrumental,Your Mother Should Know (Remastered 2009),01-05 Your Mother Should Know.flac
vocal-prominent Instrumentals,instrumental,Wait for the Moment,01-01 Wait for the Moment.flac
vocal-prominent Instrumentals,instrumental,You Only Live Once,01-01 You Only Live Once.flac
vocal-prominent Instrumentals,instrumental,Danke Schoën,01-04 Danke Schoën.flac
vocal-prominent Instrumentals,instrumental,Bamboléo,01-01 Bamboléo.flac
vocal-prominent Instrumentals,instrumental,Ziggy Stardust  (2012 Remaster),01-09 Ziggy Stardust.flac
vocal-prominent Instrumentals,instrumental,Want to Want Me,01-01 Want to Want Me.flac
vocal-prominent Instrumentals,instrumental,Something For Your M.I.N.D.,01-01 Something For Your M.I.N.D.flac
vocal-prominent Instrumentals,instrumental,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
vocal-prominent Instrumentals,instrumental,Willing & Able,01-05 Willing & Able.flac
vocal-prominent Instrumentals,instrumental,Can I Watch? (feat. Apani B as Nikki),01-09 Can I Watch  (feat. Apani B as Nikki).flac
vocal-prominent Instrumentals,instrumental,Turn That Heartbeat Over Again,01-10 Turn That Heartbeat Over Again.flac
vocal-prominent Instrumentals,instrumental,XYZ,01-01 XYZ.flac
vocal-prominent Instrumentals,instrumental,Wuthering Heights,01-06 Wuthering Heights.flac
vocal-prominent Instrumentals,instrumental,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
vocal-prominent Instrumentals,instrumental,With A Little Help From My Friends (Remastered),01-02 With A Little Help From My Friends.flac
vocal-prominent Instrumentals,instrumental,Vitamin C,01-04 Vitamin C.flac
vocal-prominent Instrumentals,instrumental,You Ain't The Problem,01-01 You Ain't The Problem.flac
vocal-prominent Instrumentals,instrumental,Weekend Wars (Album Version),01-02 Weekend Wars.flac
vocal-prominent Instrumentals,instrumental,What a Fool Believes,01-02 What a Fool Believes.flac
vocal-prominent Instrumentals,instrumental,waves  (Tame Impala Remix),01-01 waves.flac
vocal-prominent Instrumentals,instrumental,Twist And Shout,01-01 Twist And Shout.flac
vocal-prominent Instrumentals,instrumental,You & Me,01-11 You & Me.flac
vocal-prominent Instrumentals,instrumental,Wouldn't Leave,01-04 Wouldn't Leave.flac
vocal-prominent Instrumentals,instrumental,When You Die,01-03 When You Die.flac
vocal-prominent Instrumentals,instrumental,White Noise,01-05 White Noise.flac
vocal-prominent Instrumentals,instrumental,Tuyo (Narcos Theme),01-01 Tuyo (Narcos Theme).flac
vocal-prominent Instrumentals,instrumental,You Make Me Feel Good,01-02 You Make Me Feel Good.flac
